Date	Day	Time	Pred(Ft)	Pred(cm)	High/Low						
21/09/2018	Fri	08:10	AM	4.41	134	H					
21/09/2018	Fri	01:46	PM	1.73	53	L					
21/09/2018	Fri	07:38	PM	5.29	161	H					
22/09/2018	Sat	02:23	AM	0.17	5	L					
22/09/2018	Sat	08:31	AM	4.64	141	H					
22/09/2018	Sat	02:17	PM	1.4	43	L					
22/09/2018	Sat	08:11	PM	5.42	165	H					
23/09/2018	Sun	02:49	AM	0.15	5	L					
23/09/2018	Sun	08:53	AM	4.86	148	H					
23/09/2018	Sun	02:48	PM	1.1	34	L					
23/09/2018	Sun	08:44	PM	5.46	166	H					
24/09/2018	Mon	03:14	AM	0.2	6	L					
24/09/2018	Mon	09:17	AM	5.06	154	H					
24/09/2018	Mon	03:20	PM	0.86	26	L					
24/09/2018	Mon	09:17	PM	5.38	164	H					
25/09/2018	Tue	03:40	AM	0.34	10	L					
25/09/2018	Tue	09:42	AM	5.22	159	H					
25/09/2018	Tue	03:54	PM	0.68	21	L					
25/09/2018	Tue	09:51	PM	5.18	158	H					
26/09/2018	Wed	04:06	AM	0.58	18	L					
26/09/2018	Wed	10:09	AM	5.34	163	H					
26/09/2018	Wed	04:30	PM	0.58	18	L					
26/09/2018	Wed	10:28	PM	4.86	148	H					
27/09/2018	Thu	04:33	AM	0.9	27	L					
27/09/2018	Thu	10:37	AM	5.39	164	H					
27/09/2018	Thu	05:10	PM	0.56	17	L					
27/09/2018	Thu	11:09	PM	4.44	135	H					
28/09/2018	Fri	05:00	AM	1.29	39	L					
28/09/2018	Fri	11:08	AM	5.37	164	H					
28/09/2018	Fri	05:57	PM	0.62	19	L					
28/09/2018	Fri	11:59	PM	3.95	120	H					
29/09/2018	Sat	05:30	AM	1.72	52	L					
29/09/2018	Sat	11:45	AM	5.27	161	H					
29/09/2018	Sat	06:56	PM	0.73	22	L					
30/09/2018	Sun	01:07	AM	3.48	106	H					
30/09/2018	Sun	06:05	AM	2.18	66	L					
30/09/2018	Sun	12:34	PM	5.1	155	H					
30/09/2018	Sun	08:13	PM	0.8	24	L					
01/10/2018	Mon	02:50	AM	3.22	98	H					
01/10/2018	Mon	07:05	AM	2.61	80	L					
01/10/2018	Mon	01:44	PM	4.92	150	H					
01/10/2018	Mon	09:44	PM	0.7	21	L					
02/10/2018	Tue	04:51	AM	3.39	103	H					
02/10/2018	Tue	09:06	AM	2.85	87	L					
02/10/2018	Tue	03:17	PM	4.87	148	H					
02/10/2018	Tue	11:06	PM	0.4	12	L					
03/10/2018	Wed	06:03	AM	3.82	116	H					
03/10/2018	Wed	10:53	AM	2.63	80	L					
03/10/2018	Wed	04:45	PM	5.07	155	H					
04/10/2018	Thu	12:08	AM	0.05	2	L					
04/10/2018	Thu	06:45	AM	4.29	131	H					
04/10/2018	Thu	12:06	PM	2.12	65	L					
04/10/2018	Thu	05:54	PM	5.4	165	H					
05/10/2018	Fri	12:57	AM	-0.23	-7	L					
05/10/2018	Fri	07:21	AM	4.76	145	H					
05/10/2018	Fri	01:01	PM	1.51	46	L					
05/10/2018	Fri	06:52	PM	5.7	174	H					
06/10/2018	Sat	01:39	AM	-0.37	-11	L					
06/10/2018	Sat	07:54	AM	5.2	158	H					
06/10/2018	Sat	01:49	PM	0.91	28	L					
06/10/2018	Sat	07:43	PM	5.86	179	H					
07/10/2018	Sun	02:17	AM	-0.35	-11	L					
07/10/2018	Sun	08:27	AM	5.56	169	H					
07/10/2018	Sun	02:33	PM	0.41	12	L					
07/10/2018	Sun	08:29	PM	5.84	178	H					
08/10/2018	Mon	02:53	AM	-0.17	-5	L					
08/10/2018	Mon	08:59	AM	5.83	178	H					
08/10/2018	Mon	03:17	PM	0.06	2	L					
08/10/2018	Mon	09:14	PM	5.63	172	H					
09/10/2018	Tue	03:27	AM	0.15	5	L					
09/10/2018	Tue	09:32	AM	5.97	182	H					
09/10/2018	Tue	03:59	PM	-0.12	-4	L					
09/10/2018	Tue	09:59	PM	5.27	161	H					
10/10/2018	Wed	04:01	AM	0.59	18	L					
10/10/2018	Wed	10:05	AM	5.96	182	H					
10/10/2018	Wed	04:43	PM	-0.12	-4	L					
10/10/2018	Wed	10:44	PM	4.8	146	H					
11/10/2018	Thu	04:33	AM	1.1	34	L					
11/10/2018	Thu	10:38	AM	5.8	177	H					
11/10/2018	Thu	05:28	PM	0.04	1	L					
11/10/2018	Thu	11:33	PM	4.28	130	H					
12/10/2018	Fri	05:05	AM	1.63	50	L					
12/10/2018	Fri	11:11	AM	5.51	168	H					
12/10/2018	Fri	06:16	PM	0.31	9	L					
13/10/2018	Sat	12:29	AM	3.78	115	H					
13/10/2018	Sat	05:38	AM	2.15	66	L					
13/10/2018	Sat	11:48	AM	5.13	156	H					
13/10/2018	Sat	07:13	PM	0.62	19	L					
14/10/2018	Sun	01:43	AM	3.4	104	H					
14/10/2018	Sun	06:15	AM	2.63	80	L					
14/10/2018	Sun	12:31	PM	4.7	143	H					
14/10/2018	Sun	08:23	PM	0.88	27	L					
15/10/2018	Mon	03:44	AM	3.29	100	H					
15/10/2018	Mon	07:23	AM	3.02	92	L					
15/10/2018	Mon	01:35	PM	4.3	131	H					
15/10/2018	Mon	09:47	PM	0.99	30	L					
16/10/2018	Tue	05:49	AM	3.56	109	H					
16/10/2018	Tue	09:37	AM	3.14	96	L					
16/10/2018	Tue	03:10	PM	4.08	124	H					
16/10/2018	Tue	11:02	PM	0.92	28	L					
17/10/2018	Wed	06:26	AM	3.85	117	H					
17/10/2018	Wed	11:23	AM	2.87	87	L					
17/10/2018	Wed	04:39	PM	4.12	126	H					
17/10/2018	Wed	11:57	PM	0.78	24	L					
18/10/2018	Thu	06:48	AM	4.13	126	H					
18/10/2018	Thu	12:18	PM	2.44	74	L					
18/10/2018	Thu	05:43	PM	4.32	132	H					
19/10/2018	Fri	12:36	AM	0.64	20	L					
19/10/2018	Fri	07:07	AM	4.41	134	H					
19/10/2018	Fri	12:55	PM	1.99	61	L					
19/10/2018	Fri	06:30	PM	4.56	139	H					
20/10/2018	Sat	01:08	AM	0.54	16	L					
20/10/2018	Sat	07:27	AM	4.7	143	H					
20/10/2018	Sat	01:27	PM	1.52	46	L					
20/10/2018	Sat	07:11	PM	4.75	145	H					
21/10/2018	Sun	01:37	AM	0.48	15	L					
21/10/2018	Sun	07:49	AM	5.01	153	H					
21/10/2018	Sun	01:59	PM	1.07	33	L					
21/10/2018	Sun	07:48	PM	4.88	149	H					
22/10/2018	Mon	02:05	AM	0.49	15	L					
22/10/2018	Mon	08:12	AM	5.31	162	H					
22/10/2018	Mon	02:31	PM	0.65	20	L					
22/10/2018	Mon	08:24	PM	4.93	150	H					
23/10/2018	Tue	02:32	AM	0.58	18	L					
23/10/2018	Tue	08:37	AM	5.59	170	H					
23/10/2018	Tue	03:04	PM	0.29	9	L					
23/10/2018	Tue	09:01	PM	4.87	148	H					
24/10/2018	Wed	03:00	AM	0.74	23	L					
24/10/2018	Wed	09:03	AM	5.82	177	H					
24/10/2018	Wed	03:40	PM	0	0	L					
24/10/2018	Wed	09:40	PM	4.71	144	H					
25/10/2018	Thu	03:28	AM	0.98	30	L					
25/10/2018	Thu	09:31	AM	5.96	182	H					
25/10/2018	Thu	04:18	PM	-0.17	-5	L					
25/10/2018	Thu	10:22	PM	4.45	136	H					
26/10/2018	Fri	03:57	AM	1.3	40	L					
26/10/2018	Fri	10:02	AM	6	183	H					
26/10/2018	Fri	05:01	PM	-0.22	-7	L					
26/10/2018	Fri	11:10	PM	4.12	126	H					
27/10/2018	Sat	04:29	AM	1.66	51	L					
27/10/2018	Sat	10:37	AM	5.92	180	H					
27/10/2018	Sat	05:50	PM	-0.15	-5	L					
28/10/2018	Sun	12:08	AM	3.76	115	H					
28/10/2018	Sun	05:04	AM	2.07	63	L					
28/10/2018	Sun	11:18	AM	5.7	174	H					
28/10/2018	Sun	06:49	PM	0.01	0	L					
29/10/2018	Mon	01:22	AM	3.49	106	H					
29/10/2018	Mon	05:51	AM	2.48	76	L					
29/10/2018	Mon	12:10	PM	5.37	164	H					
29/10/2018	Mon	07:59	PM	0.18	5	L					
30/10/2018	Tue	03:00	AM	3.46	105	H					
30/10/2018	Tue	07:13	AM	2.83	86	L					
30/10/2018	Tue	01:23	PM	4.98	152	H					
30/10/2018	Tue	09:19	PM	0.24	7	L					
31/10/2018	Wed	04:35	AM	3.75	114	H					
31/10/2018	Wed	09:15	AM	2.87	87	L					
31/10/2018	Wed	02:57	PM	4.72	144	H					
31/10/2018	Wed	10:34	PM	0.19	6	L					
01/11/2018	Thu	05:34	AM	4.21	128	H					
01/11/2018	Thu	10:55	AM	2.46	75	L					
01/11/2018	Thu	04:28	PM	4.7	143	H					
01/11/2018	Thu	11:35	PM	0.1	3	L					
02/11/2018	Fri	06:16	AM	4.7	143	H					
02/11/2018	Fri	12:06	PM	1.81	55	L					
02/11/2018	Fri	05:42	PM	4.83	147	H					
03/11/2018	Sat	12:25	AM	0.06	2	L					
03/11/2018	Sat	06:52	AM	5.18	158	H					
03/11/2018	Sat	01:00	PM	1.13	34	L					
03/11/2018	Sat	06:43	PM	4.96	151	H					
04/11/2018	Sun	01:07	AM	0.12	4	L					
04/11/2018	Sun	06:25	AM	5.61	171	H					
04/11/2018	Sun	12:46	PM	0.5	15	L					
04/11/2018	Sun	06:35	PM	5	152	H					
05/11/2018	Mon	12:45	AM	0.28	9	L					
05/11/2018	Mon	06:57	AM	5.95	181	H					
05/11/2018	Mon	01:29	PM	0	0	L					
05/11/2018	Mon	07:23	PM	4.93	150	H					
06/11/2018	Tue	01:20	AM	0.53	16	L					
06/11/2018	Tue	07:29	AM	6.16	188	H					
06/11/2018	Tue	02:10	PM	-0.34	-10	L					
06/11/2018	Tue	08:09	PM	4.76	145	H					
07/11/2018	Wed	01:54	AM	0.85	26	L					
07/11/2018	Wed	08:00	AM	6.24	190	H					
07/11/2018	Wed	02:50	PM	-0.5	-15	L					
07/11/2018	Wed	08:53	PM	4.51	137	H					
08/11/2018	Thu	02:26	AM	1.22	37	L					
08/11/2018	Thu	08:31	AM	6.17	188	H					
08/11/2018	Thu	03:30	PM	-0.49	-15	L					
08/11/2018	Thu	09:37	PM	4.21	128	H					
09/11/2018	Fri	02:57	AM	1.62	49	L					
09/11/2018	Fri	09:02	AM	5.96	182	H					
09/11/2018	Fri	04:10	PM	-0.35	-11	L					
09/11/2018	Fri	10:24	PM	3.9	119	H					
10/11/2018	Sat	03:28	AM	2.01	61	L					
10/11/2018	Sat	09:33	AM	5.65	172	H					
10/11/2018	Sat	04:53	PM	-0.1	-3	L					
10/11/2018	Sat	11:17	PM	3.62	110	H					
11/11/2018	Sun	03:59	AM	2.39	73	L					
11/11/2018	Sun	10:06	AM	5.26	160	H					
11/11/2018	Sun	05:41	PM	0.21	6	L					
12/11/2018	Mon	12:22	AM	3.41	104	H					
12/11/2018	Mon	04:35	AM	2.73	83	L					
12/11/2018	Mon	10:42	AM	4.82	147	H					
12/11/2018	Mon	06:36	PM	0.51	16	L					
13/11/2018	Tue	01:51	AM	3.36	102	H					
13/11/2018	Tue	05:34	AM	3.03	92	L					
13/11/2018	Tue	11:30	AM	4.37	133	H					
13/11/2018	Tue	07:41	PM	0.74	23	L					
14/11/2018	Wed	03:34	AM	3.54	108	H					
14/11/2018	Wed	07:32	AM	3.16	96	L					
14/11/2018	Wed	12:48	PM	3.98	121	H					
14/11/2018	Wed	08:49	PM	0.85	26	L					
15/11/2018	Thu	04:25	AM	3.82	116	H					
15/11/2018	Thu	09:30	AM	2.94	90	L					
15/11/2018	Thu	02:26	PM	3.77	115	H					
15/11/2018	Thu	09:48	PM	0.86	26	L					
16/11/2018	Fri	04:53	AM	4.13	126	H					
16/11/2018	Fri	10:42	AM	2.48	76	L					
16/11/2018	Fri	03:48	PM	3.79	116	H					
16/11/2018	Fri	10:34	PM	0.84	26	L					
17/11/2018	Sat	05:17	AM	4.46	136	H					
17/11/2018	Sat	11:27	AM	1.95	59	L					
17/11/2018	Sat	04:49	PM	3.92	119	H					
17/11/2018	Sat	11:13	PM	0.83	25	L					
18/11/2018	Sun	05:40	AM	4.83	147	H					
18/11/2018	Sun	12:04	PM	1.38	42	L					
18/11/2018	Sun	05:40	PM	4.07	124	H					
18/11/2018	Sun	11:47	PM	0.84	26	L					
19/11/2018	Mon	06:05	AM	5.22	159	H					
19/11/2018	Mon	12:39	PM	0.81	25	L					
19/11/2018	Mon	06:25	PM	4.2	128	H					
20/11/2018	Tue	12:19	AM	0.88	27	L					
20/11/2018	Tue	06:32	AM	5.61	171	H					
20/11/2018	Tue	01:14	PM	0.26	8	L					
20/11/2018	Tue	07:07	PM	4.28	130	H					
21/11/2018	Wed	12:51	AM	0.98	30	L					
21/11/2018	Wed	07:00	AM	5.96	182	H					
21/11/2018	Wed	01:50	PM	-0.23	-7	L					
21/11/2018	Wed	07:50	PM	4.3	131	H					
22/11/2018	Thu	01:23	AM	1.12	34	L					
22/11/2018	Thu	07:31	AM	6.25	190	H					
22/11/2018	Thu	02:29	PM	-0.61	-19	L					
22/11/2018	Thu	08:34	PM	4.25	130	H					
23/11/2018	Fri	01:57	AM	1.3	40	L					
23/11/2018	Fri	08:04	AM	6.43	196	H					
23/11/2018	Fri	03:10	PM	-0.84	-26	L					
23/11/2018	Fri	09:21	PM	4.12	126	H					
24/11/2018	Sat	02:33	AM	1.54	47	L					
24/11/2018	Sat	08:41	AM	6.47	197	H					
24/11/2018	Sat	03:55	PM	-0.92	-28	L					
24/11/2018	Sat	10:12	PM	3.95	120	H					
25/11/2018	Sun	03:12	AM	1.81	55	L					
25/11/2018	Sun	09:21	AM	6.33	193	H					
25/11/2018	Sun	04:44	PM	-0.84	-26	L					
25/11/2018	Sun	11:11	PM	3.78	115	H					
26/11/2018	Mon	03:58	AM	2.12	65	L					
26/11/2018	Mon	10:07	AM	6.02	183	H					
26/11/2018	Mon	05:39	PM	-0.63	-19	L					
27/11/2018	Tue	12:18	AM	3.7	113	H					
27/11/2018	Tue	04:58	AM	2.43	74	L					
27/11/2018	Tue	11:01	AM	5.55	169	H					
27/11/2018	Tue	06:40	PM	-0.36	-11	L					
28/11/2018	Wed	01:35	AM	3.78	115	H					
28/11/2018	Wed	06:22	AM	2.64	80	L					
28/11/2018	Wed	12:10	PM	5	152	H					
28/11/2018	Wed	07:47	PM	-0.09	-3	L					
29/11/2018	Thu	02:51	AM	4.06	124	H					
29/11/2018	Thu	08:07	AM	2.56	78	L					
29/11/2018	Thu	01:36	PM	4.51	137	H					
29/11/2018	Thu	08:54	PM	0.13	4	L					
30/11/2018	Fri	03:52	AM	4.48	137	H					
30/11/2018	Fri	09:44	AM	2.11	64	L					
30/11/2018	Fri	03:07	PM	4.22	129	H					
30/11/2018	Fri	09:55	PM	0.32	10	L					
01/12/2018	Sat	04:40	AM	4.94	151	H					
01/12/2018	Sat	10:59	AM	1.45	44	L					
01/12/2018	Sat	04:28	PM	4.12	126	H					
01/12/2018	Sat	10:48	PM	0.5	15	L					
02/12/2018	Sun	05:20	AM	5.38	164	H					
02/12/2018	Sun	11:56	AM	0.77	23	L					
02/12/2018	Sun	05:36	PM	4.12	126	H					
02/12/2018	Sun	11:34	PM	0.7	21	L					
03/12/2018	Mon	05:57	AM	5.76	176	H					
03/12/2018	Mon	12:44	PM	0.17	5	L					
03/12/2018	Mon	06:34	PM	4.13	126	H					
04/12/2018	Tue	12:15	AM	0.93	28	L					
04/12/2018	Tue	06:31	AM	6.03	184	H					
04/12/2018	Tue	01:26	PM	-0.28	-9	L					
04/12/2018	Tue	07:24	PM	4.11	125	H					
05/12/2018	Wed	12:52	AM	1.16	35	L					
05/12/2018	Wed	07:04	AM	6.18	188	H					
05/12/2018	Wed	02:05	PM	-0.58	-18	L					
05/12/2018	Wed	08:09	PM	4.05	123	H					
06/12/2018	Thu	01:27	AM	1.4	43	L					
06/12/2018	Thu	07:36	AM	6.21	189	H					
06/12/2018	Thu	02:42	PM	-0.72	-22	L					
06/12/2018	Thu	08:52	PM	3.97	121	H					
07/12/2018	Fri	02:00	AM	1.64	50	L					
07/12/2018	Fri	08:07	AM	6.13	187	H					
07/12/2018	Fri	03:19	PM	-0.72	-22	L					
07/12/2018	Fri	09:33	PM	3.85	117	H					
08/12/2018	Sat	02:33	AM	1.86	57	L					
08/12/2018	Sat	08:38	AM	5.95	181	H					
08/12/2018	Sat	03:55	PM	-0.6	-18	L					
08/12/2018	Sat	10:15	PM	3.72	113	H					
09/12/2018	Sun	03:05	AM	2.09	64	L					
09/12/2018	Sun	09:09	AM	5.68	173	H					
09/12/2018	Sun	04:32	PM	-0.41	-12	L					
09/12/2018	Sun	10:59	PM	3.59	109	H					
10/12/2018	Mon	03:39	AM	2.31	70	L					
10/12/2018	Mon	09:41	AM	5.35	163	H					
10/12/2018	Mon	05:12	PM	-0.15	-5	L					
10/12/2018	Mon	11:48	PM	3.5	107	H					
11/12/2018	Tue	04:17	AM	2.53	77	L					
11/12/2018	Tue	10:15	AM	4.97	151	H					
11/12/2018	Tue	05:55	PM	0.13	4	L					
12/12/2018	Wed	12:44	AM	3.46	105	H					
12/12/2018	Wed	05:06	AM	2.73	83	L					
12/12/2018	Wed	10:54	AM	4.54	138	H					
12/12/2018	Wed	06:42	PM	0.42	13	L					
13/12/2018	Thu	01:47	AM	3.52	107	H					
13/12/2018	Thu	06:22	AM	2.87	87	L					
13/12/2018	Thu	11:44	AM	4.08	124	H					
13/12/2018	Thu	07:34	PM	0.67	20	L					
14/12/2018	Fri	02:48	AM	3.71	113	H					
14/12/2018	Fri	08:05	AM	2.81	86	L					
14/12/2018	Fri	01:00	PM	3.65	111	H					
14/12/2018	Fri	08:28	PM	0.88	27	L					
15/12/2018	Sat	03:36	AM	3.99	122	H					
15/12/2018	Sat	09:40	AM	2.46	75	L					
15/12/2018	Sat	02:35	PM	3.36	102	H					
15/12/2018	Sat	09:21	PM	1.03	31	L					
16/12/2018	Sun	04:14	AM	4.35	133	H					
16/12/2018	Sun	10:48	AM	1.91	58	L					
16/12/2018	Sun	04:00	PM	3.3	101	H					
16/12/2018	Sun	10:10	PM	1.15	35	L					
17/12/2018	Mon	04:48	AM	4.76	145	H					
17/12/2018	Mon	11:37	AM	1.27	39	L					
17/12/2018	Mon	05:10	PM	3.38	103	H					
17/12/2018	Mon	10:54	PM	1.23	37	L					
18/12/2018	Tue	05:21	AM	5.21	159	H					
18/12/2018	Tue	12:18	PM	0.6	18	L					
18/12/2018	Tue	06:07	PM	3.54	108	H					
18/12/2018	Tue	11:35	PM	1.29	39	L					
19/12/2018	Wed	05:55	AM	5.67	173	H					
19/12/2018	Wed	12:58	PM	-0.05	-2	L					
19/12/2018	Wed	06:57	PM	3.72	113	H					
20/12/2018	Thu	12:16	AM	1.34	41	L					
20/12/2018	Thu	06:30	AM	6.1	186	H					
20/12/2018	Thu	01:38	PM	-0.63	-19	L					
20/12/2018	Thu	07:44	PM	3.87	118	H					
21/12/2018	Fri	12:56	AM	1.39	42	L					
21/12/2018	Fri	07:07	AM	6.46	197	H					
21/12/2018	Fri	02:19	PM	-1.08	-33	L					
21/12/2018	Fri	08:30	PM	3.97	121	H					
22/12/2018	Sat	01:37	AM	1.44	44	L					
22/12/2018	Sat	07:47	AM	6.68	204	H					
22/12/2018	Sat	03:01	PM	-1.36	-41	L					
22/12/2018	Sat	09:17	PM	4.02	123	H					
23/12/2018	Sun	02:21	AM	1.51	46	L					
23/12/2018	Sun	08:29	AM	6.73	205	H					
23/12/2018	Sun	03:46	PM	-1.45	-44	L					
23/12/2018	Sun	10:06	PM	4.02	123	H					
24/12/2018	Mon	03:07	AM	1.62	49	L					
24/12/2018	Mon	09:14	AM	6.57	200	H					
24/12/2018	Mon	04:33	PM	-1.34	-41	L					
24/12/2018	Mon	10:57	PM	4.01	122	H					
25/12/2018	Tue	03:59	AM	1.78	54	L					
25/12/2018	Tue	10:02	AM	6.2	189	H					
25/12/2018	Tue	05:22	PM	-1.06	-32	L					
25/12/2018	Tue	11:53	PM	4.03	123	H					
26/12/2018	Wed	05:00	AM	1.95	59	L					
26/12/2018	Wed	10:55	AM	5.62	171	H					
26/12/2018	Wed	06:14	PM	-0.66	-20	L					
27/12/2018	Thu	12:53	AM	4.12	126	H					
27/12/2018	Thu	06:14	AM	2.08	63	L					
27/12/2018	Thu	11:57	AM	4.92	150	H					
27/12/2018	Thu	07:10	PM	-0.18	-5	L					
28/12/2018	Fri	01:57	AM	4.31	131	H					
28/12/2018	Fri	07:44	AM	2.03	62	L					
28/12/2018	Fri	01:13	PM	4.21	128	H					
28/12/2018	Fri	08:09	PM	0.29	9	L					
29/12/2018	Sat	03:00	AM	4.6	140	H					
29/12/2018	Sat	09:21	AM	1.69	52	L					
29/12/2018	Sat	02:44	PM	3.67	112	H					
29/12/2018	Sat	09:10	PM	0.71	22	L					
30/12/2018	Sun	03:57	AM	4.94	151	H					
30/12/2018	Sun	10:46	AM	1.12	34	L					
30/12/2018	Sun	04:17	PM	3.43	105	H					
30/12/2018	Sun	10:09	PM	1.05	32	L					
31/12/2018	Mon	04:47	AM	5.28	161	H					
31/12/2018	Mon	11:51	AM	0.51	16	L					
31/12/2018	Mon	05:37	PM	3.39	103	H					
31/12/2018	Mon	11:01	PM	1.3	40	L					
