"ENSENADA,"	B.C.	(31	51	"N,"	116	38	W)
Fecha	Inicial:	20/04/2018					
Fecha	Final:	20/11/2018					
Zona	de	Tiempo:	0				
Intervalo	de	Muestreo:	60	minuto(s)			
Nivel	de	Referencia:	Bajamar	Media	Inferior	(NBMI)	
Alturas	en	metros					
2018	6	20	17	0	0	0.107	
2018	6	20	18	0	0	0.193	
2018	6	20	19	0	0	0.39	
2018	6	20	20	0	0	0.657	
2018	6	20	21	0	0	0.939	
2018	6	20	22	0	0	1.18	
2018	6	20	23	0	0	1.333	
2018	6	21	0	0	0	1.369	
2018	6	21	1	0	0	1.29	
2018	6	21	2	0	0	1.12	
2018	6	21	3	0	0	0.906	
2018	6	21	4	0	0	0.703	
2018	6	21	5	0	0	0.559	
2018	6	21	6	0	0	0.507	
2018	6	21	7	0	0	0.554	
2018	6	21	8	0	0	0.68	
2018	6	21	9	0	0	0.843	
2018	6	21	10	0	0	0.995	
2018	6	21	11	0	0	1.087	
2018	6	21	12	0	0	1.089	
2018	6	21	13	0	0	0.992	
2018	6	21	14	0	0	0.815	
2018	6	21	15	0	0	0.6	
2018	6	21	16	0	0	0.399	
2018	6	21	17	0	0	0.265	
2018	6	21	18	0	0	0.234	
2018	6	21	19	0	0	0.322	
2018	6	21	20	0	0	0.518	
2018	6	21	21	0	0	0.784	
2018	6	21	22	0	0	1.065	
2018	6	21	23	0	0	1.302	
2018	6	22	0	0	0	1.444	
2018	6	22	1	0	0	1.461	
2018	6	22	2	0	0	1.35	
2018	6	22	3	0	0	1.14	
2018	6	22	4	0	0	0.878	
2018	6	22	5	0	0	0.624	
2018	6	22	6	0	0	0.436	
2018	6	22	7	0	0	0.351	
2018	6	22	8	0	0	0.382	
2018	6	22	9	0	0	0.509	
2018	6	22	10	0	0	0.691	
2018	6	22	11	0	0	0.875	
2018	6	22	12	0	0	1.007	
2018	6	22	13	0	0	1.05	
2018	6	22	14	0	0	0.992	
2018	6	22	15	0	0	0.848	
2018	6	22	16	0	0	0.66	
2018	6	22	17	0	0	0.479	
2018	6	22	18	0	0	0.361	
2018	6	22	19	0	0	0.346	
2018	6	22	20	0	0	0.449	
2018	6	22	21	0	0	0.657	
2018	6	22	22	0	0	0.931	
2018	6	22	23	0	0	1.211	
2018	6	23	0	0	0	1.435	
2018	6	23	1	0	0	1.551	
2018	6	23	2	0	0	1.527	
2018	6	23	3	0	0	1.366	
2018	6	23	4	0	0	1.101	
2018	6	23	5	0	0	0.787	
2018	6	23	6	0	0	0.494	
2018	6	23	7	0	0	0.281	
2018	6	23	8	0	0	0.191	
2018	6	23	9	0	0	0.234	
2018	6	23	10	0	0	0.387	
2018	6	23	11	0	0	0.603	
2018	6	23	12	0	0	0.821	
2018	6	23	13	0	0	0.983	
2018	6	23	14	0	0	1.049	
2018	6	23	15	0	0	1.006	
2018	6	23	16	0	0	0.875	
2018	6	23	17	0	0	0.697	
2018	6	23	18	0	0	0.532	
2018	6	23	19	0	0	0.435	
2018	6	23	20	0	0	0.446	
2018	6	23	21	0	0	0.576	
2018	6	23	22	0	0	0.807	
2018	6	23	23	0	0	1.092	
2018	6	24	0	0	0	1.366	
2018	6	24	1	0	0	1.564	
2018	6	24	2	0	0	1.633	
2018	6	24	3	0	0	1.55	
2018	6	24	4	0	0	1.324	
2018	6	24	5	0	0	1	
2018	6	24	6	0	0	0.643	
2018	6	24	7	0	0	0.329	
2018	6	24	8	0	0	0.12	
2018	6	24	9	0	0	0.055	
2018	6	24	10	0	0	0.136	
2018	6	24	11	0	0	0.332	
2018	6	24	12	0	0	0.586	
2018	6	24	13	0	0	0.83	
2018	6	24	14	0	0	1.003	
2018	6	24	15	0	0	1.068	
2018	6	24	16	0	0	1.018	
2018	6	24	17	0	0	0.881	
2018	6	24	18	0	0	0.708	
2018	6	24	19	0	0	0.559	
2018	6	24	20	0	0	0.492	
2018	6	24	21	0	0	0.541	
2018	6	24	22	0	0	0.71	
2018	6	24	23	0	0	0.968	
2018	6	25	0	0	0	1.26	
2018	6	25	1	0	0	1.516	
2018	6	25	2	0	0	1.669	
2018	6	25	3	0	0	1.674	
2018	6	25	4	0	0	1.517	
2018	6	25	5	0	0	1.222	
2018	6	25	6	0	0	0.847	
2018	6	25	7	0	0	0.466	
2018	6	25	8	0	0	0.157	
2018	6	25	9	0	0	-0.019	
2018	6	25	10	0	0	-0.033	
2018	6	25	11	0	0	0.103	
2018	6	25	12	0	0	0.347	
2018	6	25	13	0	0	0.63	
2018	6	25	14	0	0	0.882	
2018	6	25	15	0	0	1.044	
2018	6	25	16	0	0	1.085	
2018	6	25	17	0	0	1.012	
2018	6	25	18	0	0	0.862	
2018	6	25	19	0	0	0.693	
2018	6	25	20	0	0	0.57	
2018	6	25	21	0	0	0.545	
2018	6	25	22	0	0	0.643	
2018	6	25	23	0	0	0.854	
2018	6	26	0	0	0	1.135	
2018	6	26	1	0	0	1.422	
2018	6	26	2	0	0	1.642	
2018	6	26	3	0	0	1.733	
2018	6	26	4	0	0	1.66	
2018	6	26	5	0	0	1.425	
2018	6	26	6	0	0	1.069	
2018	6	26	7	0	0	0.66	
2018	6	26	8	0	0	0.281	
2018	6	26	9	0	0	0.007	
2018	6	26	10	0	0	-0.111	
2018	6	26	11	0	0	-0.059	
2018	6	26	12	0	0	0.137	
2018	6	26	13	0	0	0.42	
2018	6	26	14	0	0	0.716	
2018	6	26	15	0	0	0.953	
2018	6	26	16	0	0	1.081	
2018	6	26	17	0	0	1.084	
2018	6	26	18	0	0	0.98	
2018	6	26	19	0	0	0.818	
2018	6	26	20	0	0	0.664	
2018	6	26	21	0	0	0.58	
2018	6	26	22	0	0	0.608	
2018	6	26	23	0	0	0.758	
2018	6	27	0	0	0	1.007	
2018	6	27	1	0	0	1.299	
2018	6	27	2	0	0	1.563	
2018	6	27	3	0	0	1.728	
2018	6	27	4	0	0	1.741	
2018	6	27	5	0	0	1.585	
2018	6	27	6	0	0	1.28	
2018	6	27	7	0	0	0.88	
2018	6	27	8	0	0	0.465	
2018	6	27	9	0	0	0.116	
2018	6	27	10	0	0	-0.098	
2018	6	27	11	0	0	-0.142	
2018	6	27	12	0	0	-0.019	
2018	6	27	13	0	0	0.228	
2018	6	27	14	0	0	0.533	
2018	6	27	15	0	0	0.817	
2018	6	27	16	0	0	1.018	
2018	6	27	17	0	0	1.098	
2018	6	27	18	0	0	1.055	
2018	6	27	19	0	0	0.924	
2018	6	27	20	0	0	0.764	
2018	6	27	21	0	0	0.639	
2018	6	27	22	0	0	0.605	
2018	6	27	23	0	0	0.69	
2018	6	28	0	0	0	0.889	
2018	6	28	1	0	0	1.163	
2018	6	28	2	0	0	1.445	
2018	6	28	3	0	0	1.665	
2018	6	28	4	0	0	1.758	
2018	6	28	5	0	0	1.688	
2018	6	28	6	0	0	1.455	
2018	6	28	7	0	0	1.097	
2018	6	28	8	0	0	0.68	
2018	6	28	9	0	0	0.287	
2018	6	28	10	0	0	-0.005	
2018	6	28	11	0	0	-0.143	
2018	6	28	12	0	0	-0.108	
2018	6	28	13	0	0	0.077	
2018	6	28	14	0	0	0.357	
2018	6	28	15	0	0	0.659	
2018	6	28	16	0	0	0.911	
2018	6	28	17	0	0	1.06	
2018	6	28	18	0	0	1.085	
2018	6	28	19	0	0	1.002	
2018	6	28	20	0	0	0.858	
2018	6	28	21	0	0	0.714	
2018	6	28	22	0	0	0.632	
2018	6	28	23	0	0	0.654	
2018	6	29	0	0	0	0.794	
2018	6	29	1	0	0	1.028	
2018	6	29	2	0	0	1.305	
2018	6	29	3	0	0	1.556	
2018	6	29	4	0	0	1.713	
2018	6	29	5	0	0	1.726	
2018	6	29	6	0	0	1.577	
2018	6	29	7	0	0	1.283	
2018	6	29	8	0	0	0.897	
2018	6	29	9	0	0	0.492	
2018	6	29	10	0	0	0.149	
2018	6	29	11	0	0	-0.069	
2018	6	29	12	0	0	-0.124	
2018	6	29	13	0	0	-0.019	
2018	6	29	14	0	0	0.21	
2018	6	29	15	0	0	0.5	
2018	6	29	16	0	0	0.778	
2018	6	29	17	0	0	0.981	
2018	6	29	18	0	0	1.073	
2018	6	29	19	0	0	1.049	
2018	6	29	20	0	0	0.939	
2018	6	29	21	0	0	0.798	
2018	6	29	22	0	0	0.685	
2018	6	29	23	0	0	0.653	
2018	6	30	0	0	0	0.729	
2018	6	30	1	0	0	0.909	
2018	6	30	2	0	0	1.157	
2018	6	30	3	0	0	1.414	
2018	6	30	4	0	0	1.614	
2018	6	30	5	0	0	1.698	
2018	6	30	6	0	0	1.634	
2018	6	30	7	0	0	1.42	
2018	6	30	8	0	0	1.091	
2018	6	30	9	0	0	0.706	
2018	6	30	10	0	0	0.341	
2018	6	30	11	0	0	0.065	
2018	6	30	12	0	0	-0.072	
2018	6	30	13	0	0	-0.052	
2018	6	30	14	0	0	0.108	
2018	6	30	15	0	0	0.36	
2018	6	30	16	0	0	0.637	
2018	6	30	17	0	0	0.875	
2018	6	30	18	0	0	1.024	
2018	6	30	19	0	0	1.063	
2018	6	30	20	0	0	1.003	
2018	6	30	21	0	0	0.884	
2018	6	30	22	0	0	0.76	
2018	6	30	23	0	0	0.685	
2018	7	1	0	0	0	0.7	
2018	7	1	1	0	0	0.818	
2018	7	1	2	0	0	1.018	
2018	7	1	3	0	0	1.255	
2018	7	1	4	0	0	1.472	
2018	7	1	5	0	0	1.609	
2018	7	1	6	0	0	1.623	
2018	7	1	7	0	0	1.496	
2018	7	1	8	0	0	1.242	
2018	7	1	9	0	0	0.905	
2018	7	1	10	0	0	0.549	
2018	7	1	11	0	0	0.242	
2018	7	1	12	0	0	0.04	
2018	7	1	13	0	0	-0.021	
2018	7	1	14	0	0	0.058	
2018	7	1	15	0	0	0.251	
2018	7	1	16	0	0	0.503	
2018	7	1	17	0	0	0.753	
2018	7	1	18	0	0	0.946	
2018	7	1	19	0	0	1.045	
2018	7	1	20	0	0	1.045	
2018	7	1	21	0	0	0.966	
2018	7	1	22	0	0	0.851	
2018	7	1	23	0	0	0.752	
2018	7	2	0	0	0	0.714	
2018	7	2	1	0	0	0.763	
2018	7	2	2	0	0	0.898	
2018	7	2	3	0	0	1.092	
2018	7	2	4	0	0	1.3	
2018	7	2	5	0	0	1.466	
2018	7	2	6	0	0	1.542	
2018	7	2	7	0	0	1.498	
2018	7	2	8	0	0	1.331	
2018	7	2	9	0	0	1.066	
2018	7	2	10	0	0	0.749	
2018	7	2	11	0	0	0.44	
2018	7	2	12	0	0	0.199	
2018	7	2	13	0	0	0.068	
2018	7	2	14	0	0	0.067	
2018	7	2	15	0	0	0.186	
2018	7	2	16	0	0	0.392	
2018	7	2	17	0	0	0.631	
2018	7	2	18	0	0	0.849	
2018	7	2	19	0	0	1.001	
2018	7	2	20	0	0	1.063	
2018	7	2	21	0	0	1.039	
2018	7	2	22	0	0	0.954	
2018	7	2	23	0	0	0.85	
2018	7	3	0	0	0	0.772	
2018	7	3	1	0	0	0.755	
2018	7	3	2	0	0	0.815	
2018	7	3	3	0	0	0.945	
2018	7	3	4	0	0	1.114	
2018	7	3	5	0	0	1.28	
2018	7	3	6	0	0	1.395	
2018	7	3	7	0	0	1.424	
2018	7	3	8	0	0	1.346	
2018	7	3	9	0	0	1.168	
2018	7	3	10	0	0	0.917	
2018	7	3	11	0	0	0.639	
2018	7	3	12	0	0	0.386	
2018	7	3	13	0	0	0.207	
2018	7	3	14	0	0	0.133	
2018	7	3	15	0	0	0.174	
2018	7	3	16	0	0	0.314	
2018	7	3	17	0	0	0.519	
2018	7	3	18	0	0	0.739	
2018	7	3	19	0	0	0.929	
2018	7	3	20	0	0	1.052	
2018	7	3	21	0	0	1.093	
2018	7	3	22	0	0	1.057	
2018	7	3	23	0	0	0.972	
2018	7	4	0	0	0	0.875	
2018	7	4	1	0	0	0.804	
2018	7	4	2	0	0	0.787	
2018	7	4	3	0	0	0.836	
2018	7	4	4	0	0	0.94	
2018	7	4	5	0	0	1.073	
2018	7	4	6	0	0	1.197	
2018	7	4	7	0	0	1.275	
2018	7	4	8	0	0	1.277	
2018	7	4	9	0	0	1.193	
2018	7	4	10	0	0	1.029	
2018	7	4	11	0	0	0.812	
2018	7	4	12	0	0	0.581	
2018	7	4	13	0	0	0.382	
2018	7	4	14	0	0	0.253	
2018	7	4	15	0	0	0.218	
2018	7	4	16	0	0	0.283	
2018	7	4	17	0	0	0.431	
2018	7	4	18	0	0	0.629	
2018	7	4	19	0	0	0.836	
2018	7	4	20	0	0	1.008	
2018	7	4	21	0	0	1.116	
2018	7	4	22	0	0	1.145	
2018	7	4	23	0	0	1.103	
2018	7	5	0	0	0	1.013	
2018	7	5	1	0	0	0.909	
2018	7	5	2	0	0	0.824	
2018	7	5	3	0	0	0.785	
2018	7	5	4	0	0	0.803	
2018	7	5	5	0	0	0.872	
2018	7	5	6	0	0	0.969	
2018	7	5	7	0	0	1.064	
2018	7	5	8	0	0	1.126	
2018	7	5	9	0	0	1.13	
2018	7	5	10	0	0	1.064	
2018	7	5	11	0	0	0.933	
2018	7	5	12	0	0	0.758	
2018	7	5	13	0	0	0.573	
2018	7	5	14	0	0	0.415	
2018	7	5	15	0	0	0.319	
2018	7	5	16	0	0	0.307	
2018	7	5	17	0	0	0.383	
2018	7	5	18	0	0	0.535	
2018	7	5	19	0	0	0.731	
2018	7	5	20	0	0	0.933	
2018	7	5	21	0	0	1.101	
2018	7	5	22	0	0	1.203	
2018	7	5	23	0	0	1.225	
2018	7	6	0	0	0	1.171	
2018	7	6	1	0	0	1.061	
2018	7	6	2	0	0	0.929	
2018	7	6	3	0	0	0.809	
2018	7	6	4	0	0	0.729	
2018	7	6	5	0	0	0.706	
2018	7	6	6	0	0	0.74	
2018	7	6	7	0	0	0.815	
2018	7	6	8	0	0	0.904	
2018	7	6	9	0	0	0.977	
2018	7	6	10	0	0	1.006	
2018	7	6	11	0	0	0.977	
2018	7	6	12	0	0	0.887	
2018	7	6	13	0	0	0.752	
2018	7	6	14	0	0	0.601	
2018	7	6	15	0	0	0.468	
2018	7	6	16	0	0	0.389	
2018	7	6	17	0	0	0.388	
2018	7	6	18	0	0	0.472	
2018	7	6	19	0	0	0.632	
2018	7	6	20	0	0	0.837	
2018	7	6	21	0	0	1.046	
2018	7	6	22	0	0	1.219	
2018	7	6	23	0	0	1.319	
2018	7	7	0	0	0	1.327	
2018	7	7	1	0	0	1.245	
2018	7	7	2	0	0	1.095	
2018	7	7	3	0	0	0.912	
2018	7	7	4	0	0	0.737	
2018	7	7	5	0	0	0.607	
2018	7	7	6	0	0	0.545	
2018	7	7	7	0	0	0.558	
2018	7	7	8	0	0	0.633	
2018	7	7	9	0	0	0.743	
2018	7	7	10	0	0	0.851	
2018	7	7	11	0	0	0.925	
2018	7	7	12	0	0	0.94	
2018	7	7	13	0	0	0.888	
2018	7	7	14	0	0	0.781	
2018	7	7	15	0	0	0.647	
2018	7	7	16	0	0	0.523	
2018	7	7	17	0	0	0.449	
2018	7	7	18	0	0	0.455	
2018	7	7	19	0	0	0.553	
2018	7	7	20	0	0	0.731	
2018	7	7	21	0	0	0.957	
2018	7	7	22	0	0	1.186	
2018	7	7	23	0	0	1.367	
2018	7	8	0	0	0	1.459	
2018	7	8	1	0	0	1.439	
2018	7	8	2	0	0	1.309	
2018	7	8	3	0	0	1.096	
2018	7	8	4	0	0	0.844	
2018	7	8	5	0	0	0.604	
2018	7	8	6	0	0	0.424	
2018	7	8	7	0	0	0.337	
2018	7	8	8	0	0	0.351	
2018	7	8	9	0	0	0.452	
2018	7	8	10	0	0	0.607	
2018	7	8	11	0	0	0.77	
2018	7	8	12	0	0	0.896	
2018	7	8	13	0	0	0.952	
2018	7	8	14	0	0	0.925	
2018	7	8	15	0	0	0.828	
2018	7	8	16	0	0	0.692	
2018	7	8	17	0	0	0.564	
2018	7	8	18	0	0	0.491	
2018	7	8	19	0	0	0.508	
2018	7	8	20	0	0	0.629	
2018	7	8	21	0	0	0.84	
2018	7	8	22	0	0	1.1	
2018	7	8	23	0	0	1.353	
2018	7	9	0	0	0	1.54	
2018	7	9	1	0	0	1.612	
2018	7	9	2	0	0	1.545	
2018	7	9	3	0	0	1.347	
2018	7	9	4	0	0	1.052	
2018	7	9	5	0	0	0.72	
2018	7	9	6	0	0	0.417	
2018	7	9	7	0	0	0.2	
2018	7	9	8	0	0	0.107	
2018	7	9	9	0	0	0.148	
2018	7	9	10	0	0	0.3	
2018	7	9	11	0	0	0.517	
2018	7	9	12	0	0	0.741	
2018	7	9	13	0	0	0.915	
2018	7	9	14	0	0	0.999	
2018	7	9	15	0	0	0.979	
2018	7	9	16	0	0	0.873	
2018	7	9	17	0	0	0.721	
2018	7	9	18	0	0	0.582	
2018	7	9	19	0	0	0.511	
2018	7	9	20	0	0	0.548	
2018	7	9	21	0	0	0.705	
2018	7	9	22	0	0	0.96	
2018	7	9	23	0	0	1.261	
2018	7	10	0	0	0	1.538	
2018	7	10	1	0	0	1.722	
2018	7	10	2	0	0	1.759	
2018	7	10	3	0	0	1.629	
2018	7	10	4	0	0	1.347	
2018	7	10	5	0	0	0.964	
2018	7	10	6	0	0	0.555	
2018	7	10	7	0	0	0.2	
2018	7	10	8	0	0	-0.035	
2018	7	10	9	0	0	-0.109	
2018	7	10	10	0	0	-0.02	
2018	7	10	11	0	0	0.197	
2018	7	10	12	0	0	0.483	
2018	7	10	13	0	0	0.763	
2018	7	10	14	0	0	0.972	
2018	7	10	15	0	0	1.064	
2018	7	10	16	0	0	1.032	
2018	7	10	17	0	0	0.9	
2018	7	10	18	0	0	0.724	
2018	7	10	19	0	0	0.572	
2018	7	10	20	0	0	0.51	
2018	7	10	21	0	0	0.578	
2018	7	10	22	0	0	0.781	
2018	7	10	23	0	0	1.087	
2018	7	11	0	0	0	1.428	
2018	7	11	1	0	0	1.723	
2018	7	11	2	0	0	1.892	
2018	7	11	3	0	0	1.881	
2018	7	11	4	0	0	1.677	
2018	7	11	5	0	0	1.308	
2018	7	11	6	0	0	0.843	
2018	7	11	7	0	0	0.371	
2018	7	11	8	0	0	-0.016	
2018	7	11	9	0	0	-0.245	
2018	7	11	10	0	0	-0.28	
2018	7	11	11	0	0	-0.129	
2018	7	11	12	0	0	0.158	
2018	7	11	13	0	0	0.506	
2018	7	11	14	0	0	0.827	
2018	7	11	15	0	0	1.049	
2018	7	11	16	0	0	1.13	
2018	7	11	17	0	0	1.068	
2018	7	11	18	0	0	0.902	
2018	7	11	19	0	0	0.7	
2018	7	11	20	0	0	0.541	
2018	7	11	21	0	0	0.496	
2018	7	11	22	0	0	0.603	
2018	7	11	23	0	0	0.856	
2018	7	12	0	0	0	1.21	
2018	7	12	1	0	0	1.583	
2018	7	12	2	0	0	1.882	
2018	7	12	3	0	0	2.024	
2018	7	12	4	0	0	1.958	
2018	7	12	5	0	0	1.679	
2018	7	12	6	0	0	1.234	
2018	7	12	7	0	0	0.704	
2018	7	12	8	0	0	0.194	
2018	7	12	9	0	0	-0.197	
2018	7	12	10	0	0	-0.397	
2018	7	12	11	0	0	-0.379	
2018	7	12	12	0	0	-0.164	
2018	7	12	13	0	0	0.185	
2018	7	12	14	0	0	0.576	
2018	7	12	15	0	0	0.916	
2018	7	12	16	0	0	1.13	
2018	7	12	17	0	0	1.183	
2018	7	12	18	0	0	1.082	
2018	7	12	19	0	0	0.881	
2018	7	12	20	0	0	0.659	
2018	7	12	21	0	0	0.503	
2018	7	12	22	0	0	0.482	
2018	7	12	23	0	0	0.628	
2018	7	13	0	0	0	0.926	
2018	7	13	1	0	0	1.314	
2018	7	13	2	0	0	1.702	
2018	7	13	3	0	0	1.99	
2018	7	13	4	0	0	2.094	
2018	7	13	5	0	0	1.972	
2018	7	13	6	0	0	1.631	
2018	7	13	7	0	0	1.131	
2018	7	13	8	0	0	0.567	
2018	7	13	9	0	0	0.051	
2018	7	13	10	0	0	-0.317	
2018	7	13	11	0	0	-0.472	
2018	7	13	12	0	0	-0.395	
2018	7	13	13	0	0	-0.124	
2018	7	13	14	0	0	0.267	
2018	7	13	15	0	0	0.678	
2018	7	13	16	0	0	1.014	
2018	7	13	17	0	0	1.202	
2018	7	13	18	0	0	1.217	
2018	7	13	19	0	0	1.079	
2018	7	13	20	0	0	0.851	
2018	7	13	21	0	0	0.62	
2018	7	13	22	0	0	0.475	
2018	7	13	23	0	0	0.479	
2018	7	14	0	0	0	0.657	
2018	7	14	1	0	0	0.983	
2018	7	14	2	0	0	1.384	
2018	7	14	3	0	0	1.765	
2018	7	14	4	0	0	2.024	
2018	7	14	5	0	0	2.085	
2018	7	14	6	0	0	1.915	
2018	7	14	7	0	0	1.534	
2018	7	14	8	0	0	1.011	
2018	7	14	9	0	0	0.449	
2018	7	14	10	0	0	-0.04	
2018	7	14	11	0	0	-0.361	
2018	7	14	12	0	0	-0.459	
2018	7	14	13	0	0	-0.33	
2018	7	14	14	0	0	-0.018	
2018	7	14	15	0	0	0.391	
2018	7	14	16	0	0	0.796	
2018	7	14	17	0	0	1.107	
2018	7	14	18	0	0	1.259	
2018	7	14	19	0	0	1.237	
2018	7	14	20	0	0	1.07	
2018	7	14	21	0	0	0.828	
2018	7	14	22	0	0	0.6	
2018	7	14	23	0	0	0.47	
2018	7	15	0	0	0	0.495	
2018	7	15	1	0	0	0.689	
2018	7	15	2	0	0	1.017	
2018	7	15	3	0	0	1.405	
2018	7	15	4	0	0	1.754	
2018	7	15	5	0	0	1.972	
2018	7	15	6	0	0	1.991	
2018	7	15	7	0	0	1.789	
2018	7	15	8	0	0	1.397	
2018	7	15	9	0	0	0.889	
2018	7	15	10	0	0	0.366	
2018	7	15	11	0	0	-0.067	
2018	7	15	12	0	0	-0.325	
2018	7	15	13	0	0	-0.366	
2018	7	15	14	0	0	-0.196	
2018	7	15	15	0	0	0.133	
2018	7	15	16	0	0	0.535	
2018	7	15	17	0	0	0.914	
2018	7	15	18	0	0	1.186	
2018	7	15	19	0	0	1.301	
2018	7	15	20	0	0	1.249	
2018	7	15	21	0	0	1.069	
2018	7	15	22	0	0	0.828	
2018	7	15	23	0	0	0.612	
2018	7	16	0	0	0	0.496	
2018	7	16	1	0	0	0.529	
2018	7	16	2	0	0	0.715	
2018	7	16	3	0	0	1.018	
2018	7	16	4	0	0	1.364	
2018	7	16	5	0	0	1.663	
2018	7	16	6	0	0	1.834	
2018	7	16	7	0	0	1.821	
2018	7	16	8	0	0	1.612	
2018	7	16	9	0	0	1.241	
2018	7	16	10	0	0	0.782	
2018	7	16	11	0	0	0.328	
2018	7	16	12	0	0	-0.028	
2018	7	16	13	0	0	-0.218	
2018	7	16	14	0	0	-0.209	
2018	7	16	15	0	0	-0.016	
2018	7	16	16	0	0	0.307	
2018	7	16	17	0	0	0.681	
2018	7	16	18	0	0	1.019	
2018	7	16	19	0	0	1.25	
2018	7	16	20	0	0	1.333	
2018	7	16	21	0	0	1.265	
2018	7	16	22	0	0	1.085	
2018	7	16	23	0	0	0.856	
2018	7	17	0	0	0	0.654	
2018	7	17	1	0	0	0.545	
2018	7	17	2	0	0	0.567	
2018	7	17	3	0	0	0.722	
2018	7	17	4	0	0	0.975	
2018	7	17	5	0	0	1.26	
2018	7	17	6	0	0	1.501	
2018	7	17	7	0	0	1.629	
2018	7	17	8	0	0	1.6	
2018	7	17	9	0	0	1.411	
2018	7	17	10	0	0	1.092	
2018	7	17	11	0	0	0.71	
2018	7	17	12	0	0	0.343	
2018	7	17	13	0	0	0.07	
2018	7	17	14	0	0	-0.056	
2018	7	17	15	0	0	-0.014	
2018	7	17	16	0	0	0.182	
2018	7	17	17	0	0	0.481	
2018	7	17	18	0	0	0.814	
2018	7	17	19	0	0	1.107	
2018	7	17	20	0	0	1.3	
2018	7	17	21	0	0	1.362	
2018	7	17	22	0	0	1.292	
2018	7	17	23	0	0	1.122	
2018	7	18	0	0	0	0.909	
2018	7	18	1	0	0	0.716	
2018	7	18	2	0	0	0.599	
2018	7	18	3	0	0	0.591	
2018	7	18	4	0	0	0.695	
2018	7	18	5	0	0	0.882	
2018	7	18	6	0	0	1.101	
2018	7	18	7	0	0	1.288	
2018	7	18	8	0	0	1.388	
2018	7	18	9	0	0	1.368	
2018	7	18	10	0	0	1.221	
2018	7	18	11	0	0	0.976	
2018	7	18	12	0	0	0.683	
2018	7	18	13	0	0	0.408	
2018	7	18	14	0	0	0.209	
2018	7	18	15	0	0	0.132	
2018	7	18	16	0	0	0.191	
2018	7	18	17	0	0	0.373	
2018	7	18	18	0	0	0.637	
2018	7	18	19	0	0	0.926	
2018	7	18	20	0	0	1.178	
2018	7	18	21	0	0	1.345	
2018	7	18	22	0	0	1.396	
2018	7	18	23	0	0	1.331	
2018	7	19	0	0	0	1.174	
2018	7	19	1	0	0	0.97	
2018	7	19	2	0	0	0.773	
2018	7	19	3	0	0	0.633	
2018	7	19	4	0	0	0.581	
2018	7	19	5	0	0	0.625	
2018	7	19	6	0	0	0.746	
2018	7	19	7	0	0	0.907	
2018	7	19	8	0	0	1.058	
2018	7	19	9	0	0	1.154	
2018	7	19	10	0	0	1.163	
2018	7	19	11	0	0	1.076	
2018	7	19	12	0	0	0.911	
2018	7	19	13	0	0	0.706	
2018	7	19	14	0	0	0.508	
2018	7	19	15	0	0	0.366	
2018	7	19	16	0	0	0.318	
2018	7	19	17	0	0	0.377	
2018	7	19	18	0	0	0.536	
2018	7	19	19	0	0	0.765	
2018	7	19	20	0	0	1.017	
2018	7	19	21	0	0	1.241	
2018	7	19	22	0	0	1.392	
2018	7	19	23	0	0	1.44	
2018	7	20	0	0	0	1.38	
2018	7	20	1	0	0	1.228	
2018	7	20	2	0	0	1.02	
2018	7	20	3	0	0	0.804	
2018	7	20	4	0	0	0.627	
2018	7	20	5	0	0	0.525	
2018	7	20	6	0	0	0.513	
2018	7	20	7	0	0	0.583	
2018	7	20	8	0	0	0.709	
2018	7	20	9	0	0	0.85	
2018	7	20	10	0	0	0.964	
2018	7	20	11	0	0	1.017	
2018	7	20	12	0	0	0.995	
2018	7	20	13	0	0	0.902	
2018	7	20	14	0	0	0.765	
2018	7	20	15	0	0	0.621	
2018	7	20	16	0	0	0.513	
2018	7	20	17	0	0	0.474	
2018	7	20	18	0	0	0.525	
2018	7	20	19	0	0	0.663	
2018	7	20	20	0	0	0.866	
2018	7	20	21	0	0	1.096	
2018	7	20	22	0	0	1.306	
2018	7	20	23	0	0	1.449	
2018	7	21	0	0	0	1.495	
2018	7	21	1	0	0	1.43	
2018	7	21	2	0	0	1.267	
2018	7	21	3	0	0	1.037	
2018	7	21	4	0	0	0.788	
2018	7	21	5	0	0	0.569	
2018	7	21	6	0	0	0.422	
2018	7	21	7	0	0	0.372	
2018	7	21	8	0	0	0.419	
2018	7	21	9	0	0	0.54	
2018	7	21	10	0	0	0.697	
2018	7	21	11	0	0	0.845	
2018	7	21	12	0	0	0.947	
2018	7	21	13	0	0	0.978	
2018	7	21	14	0	0	0.936	
2018	7	21	15	0	0	0.839	
2018	7	21	16	0	0	0.721	
2018	7	21	17	0	0	0.624	
2018	7	21	18	0	0	0.584	
2018	7	21	19	0	0	0.627	
2018	7	21	20	0	0	0.756	
2018	7	21	21	0	0	0.952	
2018	7	21	22	0	0	1.177	
2018	7	21	23	0	0	1.382	
2018	7	22	0	0	0	1.521	
2018	7	22	1	0	0	1.554	
2018	7	22	2	0	0	1.469	
2018	7	22	3	0	0	1.274	
2018	7	22	4	0	0	1.006	
2018	7	22	5	0	0	0.716	
2018	7	22	6	0	0	0.46	
2018	7	22	7	0	0	0.288	
2018	7	22	8	0	0	0.227	
2018	7	22	9	0	0	0.281	
2018	7	22	10	0	0	0.426	
2018	7	22	11	0	0	0.619	
2018	7	22	12	0	0	0.808	
2018	7	22	13	0	0	0.949	
2018	7	22	14	0	0	1.011	
