Red,ESIME,,,,,,
Estación,UNISON,,,,,,
Ubicación,SONORA,,,,,,
Latitud (N),29.014278,,,,,,
Longitud (O),-111.135593,,,,,,
Altitud,0,,,,,,
,,,,,,,
,,,,,,,
AAAA/MM/DD HH:MM HORAZ,Dirección de ráfaga (grados),Dirección del Viento (grados),Humedad relativa (%),Precipitación (mm),Radiación Solar (W/m²),Temperatura del Aire (°C),Presión Atmosférica
2018-07-29 08:00,203,187,73,0,-1,29.2,995.6
2018-07-29 07:50,195,180,74,0,-1,29.2,995.7
2018-07-29 07:40,187,174,73,0,-1,29.3,995.6
2018-07-29 07:30,181,164,72,0,-1,29.4,995.7
2018-07-29 07:20,172,157,72,0,-1,29.5,995.7
2018-07-29 07:10,173,156,71,0,-1,29.5,995.8
2018-07-29 07:00,151,139,71,0,-1,29.5,995.8
2018-07-29 06:50,149,134,70,0,-1,29.6,995.8
2018-07-29 06:40,150,134,68,0,-1,29.6,995.9
2018-07-29 06:30,149,141,65,0,-1,29.7,995.9
2018-07-29 06:20,160,150,64,0,-1,29.8,995.9
2018-07-29 06:10,164,154,65,0,-1,29.8,996
2018-07-29 06:00,178,163,65,0,-1,29.7,996
2018-07-29 05:50,159,144,64,0,-1,29.9,996.2
2018-07-29 05:40,142,134,64,0,-1,30,996.2
2018-07-29 05:30,126,93,66,0,-1,30.1,996.3
2018-07-29 05:20,71,59,61,0,-1,30.6,996.3
2018-07-29 05:10,98,62,61,0,-1,30.7,996.2
2018-07-29 05:00,0,0,59,0,-1,30.7,996.1
2018-07-29 04:50,90,56,58,0,-1,31,996
2018-07-28 16:50,118,92,52,0,881,33.8,996.1
2018-07-28 16:40,105,88,54,0,870,33.1,996.1
2018-07-28 16:30,119,94,,,,,
2018-07-28 11:40,348,323,72,0,-1,28.7,995.4
2018-07-28 11:30,20,354,70,0,-1,29,995.3
2018-07-28 11:20,27,355,69,0,-1,28.9,995.2
2018-07-28 11:10,358,339,71,0,-1,28.8,995.2
2018-07-28 11:00,338,309,72,0,-1,28.7,995.1
2018-07-28 10:50,313,305,71,0,-1,28.7,995.1
2018-07-28 10:40,334,320,68,0,-1,28.8,994.9
2018-07-28 10:30,344,320,67,0,-1,28.9,994.9
2018-07-28 10:20,92,340,68,0,-1,28.7,995
2018-07-28 10:10,140,118,70,0,-1,28.7,995
2018-07-28 10:00,157,135,69,0,-1,28.9,995
2018-07-28 09:50,134,118,68,0,-1,28.9,994.9
2018-07-28 09:40,141,119,66,0,-1,29,994.7
2018-07-28 09:30,160,132,69,0,-1,29,994.7
2018-07-28 09:20,0,0,70,0,-1,28.9,994.7
2018-07-28 09:10,273,204,71,0,-1,29.1,994.7
2018-07-28 09:00,329,285,71,0,-1,28.9,994.6
2018-07-28 08:50,297,270,74,0,-1,28.6,994.5
2018-07-28 08:40,289,259,74,0,-1,28.5,994.4
2018-07-28 08:30,229,194,74,0,-1,28.4,994.3
2018-07-28 08:20,178,172,73,0,-1,28.4,994.2
2018-07-28 08:10,188,168,73,0,-1,28.4,994.3
2018-07-28 08:00,163,150,74,0,-1,28.4,994.3
2018-07-28 07:50,164,152,74,0,-1,28.5,994.3
2018-07-28 07:40,176,164,75,0,-1,28.3,994.3
2018-07-28 07:30,181,171,75,0,-1,28.3,994.2
2018-07-28 07:20,165,159,75,0,-1,28.4,994.3
2018-07-28 07:10,184,159,75,0,-1,28.5,994.3
2018-07-28 07:00,189,178,74,0,-1,28.5,994.3
2018-07-28 06:50,177,163,72,0,-1,28.7,994.4
2018-07-28 06:40,186,176,72,0,-1,28.8,994.3
2018-07-28 06:30,189,182,70,0,-1,28.9,994.4
2018-07-28 06:20,179,172,71,0,-1,29,994.4
2018-07-28 06:10,174,166,68,0,-1,29.3,994.4
2018-07-28 06:00,159,131,66,0,-1,29.3,994.4
2018-07-28 05:50,180,141,65,0,-1,29.5,994.5
2018-07-28 05:40,213,194,65,0,-1,29.6,994.4
2018-07-28 05:30,205,188,65,0,-1,29.6,994
2018-07-28 05:20,225,198,65,0,-1,29.6,993.9
2018-07-28 05:10,243,218,65,0,-1,29.8,993.9
2018-07-28 05:00,227,212,64,0,-1,30.1,993.8
2018-07-28 04:50,233,216,63,0,-1,30.2,993.5
2018-07-28 04:40,218,201,65,0,-1,30,993.5
2018-07-28 04:30,206,188,67,0,-1,30,993.4
2018-07-28 04:20,195,180,66,0,-1,30.1,993.5
2018-07-28 04:10,194,178,66,0,-1,30.2,993.5
2018-07-28 04:00,190,170,65,0,-1,30.4,993.6
2018-07-28 03:50,181,166,65,0,-1,30.6,993.5
2018-07-28 03:40,199,173,63,0,-1,30.8,993.3
2018-07-28 03:30,198,172,62,0,-1,31,993.2
2018-07-28 03:20,189,169,61,0,-1,31.2,993.2
2018-07-28 03:10,193,173,60,0,-1,31.3,993
2018-07-28 03:00,180,168,58,0,-1,31.6,992.8
2018-07-28 02:50,186,172,56,0,-1,31.8,992.7
2018-07-28 02:40,185,169,55,0,-1,32.1,992.7
2018-07-28 02:30,185,166,54,0,3,32.3,992.7
2018-07-28 02:20,178,165,53,0,6,32.5,992.5
2018-07-28 02:10,188,171,52,0,11,32.6,992.3
2018-07-28 02:00,184,168,52,0,23,32.8,992.2
2018-07-28 01:50,176,163,51,0,28,32.8,992
2018-07-28 01:40,199,174,50,0,34,33,992.1
2018-07-28 01:30,199,179,49,0,39,33.1,991.9
2018-07-28 01:20,193,173,49,0,51,33.1,991.8
2018-07-28 01:10,181,164,49,0,66,33.3,991.7
2018-07-28 01:00,187,165,49,0,83,33.6,991.5
2018-07-28 00:50,181,168,46,0,332,34.4,991.5
2018-07-28 00:40,189,173,46,0,359,34.3,991.3
2018-07-28 00:30,187,170,46,0,186,34.4,991.4
2018-07-28 00:20,175,163,46,0,392,34.7,991.5
2018-07-28 00:10,195,176,44,0,119,34.9,991.5
2018-07-28 00:00,286,174,43,0,291,35.3,991.7
2018-07-27 23:50,95,353,34,0,111,37.2,991.6
2018-07-27 22:40,244,107,36,0,772,37.5,992.3
2018-07-27 22:30,183,43,37,0,764,37.5,992.4
2018-07-27 22:20,86,359,38,0,785,36.7,992.5
2018-07-27 22:10,78,39,39,0,812,36.6,992.7
2018-07-27 22:00,84,49,41,0,399,35.6,992.8
2018-07-27 21:50,102,62,41,0,464,36,992.8
2018-07-27 21:40,120,78,40,0,912,36.4,992.9
2018-07-27 21:30,99,52,41,0,908,36.2,993
2018-07-27 21:20,84,44,42,0,958,35.6,993.1
2018-07-27 21:10,126,75,42,0,1030,36.1,993.2
2018-07-27 21:00,147,97,42,0,324,35.7,993.4
2018-07-27 20:50,247,132,39,0,1167,36.8,993.5
2018-07-27 20:40,307,128,40,0,594,35.9,993.5
2018-07-27 20:30,174,55,39,0,511,36,993.6
2018-07-27 20:20,134,60,39,0,1230,36.4,993.7
2018-07-27 20:10,222,138,42,0,563,35.6,993.8
2018-07-27 20:00,120,80,42,0,1232,35.6,993.9
2018-07-27 19:50,142,60,40,0,707,35.9,994
2018-07-27 19:40,200,32,43,0,1046,35.2,994.2
2018-07-27 19:30,136,92,43,0,1016,34.9,994.3
2018-07-27 19:20,178,100,46,0,901,34.8,994.3
2018-07-27 19:10,228,142,44,0,1016,34.6,994.4
2018-07-27 19:00,288,144,43,0,921,34.5,994.5
2018-07-27 18:50,145,79,44,0,835,34.1,994.6
2018-07-27 18:40,269,80,47,0,811,34,994.8
2018-07-27 18:30,208,72,46,0,634,34.1,994.9
2018-07-27 18:20,228,97,46,0,617,34.4,995
2018-07-27 18:10,196,150,48,0,812,33.3,995
2018-07-27 18:00,247,95,47,0,662,33.2,995
2018-07-27 17:50,189,63,48,0,561,32.8,995.1
2018-07-27 17:40,138,69,50,0,453,32.3,995
2018-07-27 17:30,246,100,50,0,441,32.4,994.9
2018-07-27 17:20,256,115,49,0,675,33,994.9
2018-07-27 17:10,74,3,52,0,551,32.3,995
2018-07-27 17:00,132,61,55,0,569,31.6,995.1
2018-07-27 16:50,105,55,57,0.2,496,31,995.2
2018-07-27 16:40,99,62,60,0,489,30.6,995.3
2018-07-27 16:30,85,52,60,0,488,30.4,995.4
2018-07-27 16:20,65,32,62,0,580,30.1,995.4
2018-07-27 16:10,51,27,63,0,603,29.6,995.4
2018-07-27 16:00,57,16,68,0,499,29.2,995.4
2018-07-27 15:50,61,35,69,0,417,28.6,995.4
2018-07-27 15:40,55,36,70,0,332,28.1,995.4
2018-07-27 15:30,51,25,74,0,282,27.9,995.4
2018-07-27 15:20,56,25,74,0,259,27.5,995.4
2018-07-27 15:10,50,21,75,0,220,27.2,995.4
2018-07-27 15:00,55,20,74,0,182,27,995.4
2018-07-27 14:50,53,24,75,0,149,26.7,995.2
2018-07-27 14:40,45,27,77,0,119,26.6,995
2018-07-27 14:30,53,30,78,0,92,26.3,994.9
2018-07-27 14:20,50,26,78,0,67,26.2,994.8
2018-07-27 14:10,58,32,78,0,52,26.1,995.1
2018-07-27 14:00,61,45,80,0,42,25.9,995
2018-07-27 13:50,79,57,80,0,32,25.8,995
2018-07-27 13:40,63,43,79,0,24,25.9,994.7
2018-07-27 13:30,63,46,79,0,17,25.8,994.3
2018-07-27 13:20,59,38,79,0,11,25.8,994
2018-07-27 13:10,47,19,80,0,6,25.5,993.9
2018-07-27 13:00,46,17,80,0,3,25.4,993.8
2018-07-27 12:50,45,24,81,0,1,25.3,993.5
2018-07-27 12:40,67,21,81,0,0,25.3,993.1
2018-07-27 12:30,70,43,81,0,0,25.3,992.9
2018-07-27 12:20,62,41,80,0,0,25.4,993
2018-07-27 12:10,62,47,82,0,0,25.1,993
2018-07-27 12:00,74,59,84,0,-1,25,992.8
2018-07-27 11:50,77,55,83,0,-1,25.1,992.6
2018-07-27 11:40,112,75,86,0,-1,24.9,992.6
2018-07-27 11:30,120,83,85,0,-1,24.9,992.5
2018-07-27 11:20,98,73,87,0,-1,24.8,992.5
2018-07-27 11:10,114,74,87,0.2,-1,24.8,992.8
2018-07-27 11:00,89,73,86,0,-1,24.8,992.8
2018-07-27 10:50,86,70,85,0,-1,24.9,992.9
2018-07-27 10:40,91,73,83,0,-1,25,993.2
2018-07-27 10:30,92,72,84,0.2,-1,24.9,993.2
2018-07-27 10:20,101,86,85,0.2,-1,24.8,993.3
2018-07-27 10:10,99,87,84,0,-1,25,993.7
2018-07-27 10:00,106,90,85,0.4,-1,25,994
2018-07-27 09:50,106,93,84,0.2,-1,25,994.2
2018-07-27 09:40,104,77,81,0,-1,25.7,994.5
2018-07-27 09:30,89,63,81,0,-1,25.9,994.8
2018-07-27 09:20,80,53,80,0.6,-1,25.8,994.9
2018-07-27 09:10,74,39,84,0,-1,25.8,995.2
2018-07-27 09:00,53,13,84,0,-1,25.7,995.2
2018-07-27 08:50,57,35,83,0.4,-1,25.8,995.5
2018-07-27 08:40,55,31,78,0,-1,26.7,995.6
2018-07-27 08:30,41,15,75,0,-1,27.3,995.6
2018-07-27 08:20,30,3,71,0.2,-1,28,995.7
2018-07-27 08:10,43,13,64,0,-1,29,995.5
2018-07-27 08:00,30,4,73,0,-1,29.6,995.3
2018-07-27 07:50,27,340,73,0,-1,29.8,994.1
2018-07-27 07:40,28,333,67,0,-1,30.2,993.8
2018-07-27 07:30,254,237,61,0,-1,30.6,993.5
2018-07-27 07:20,233,214,62,0,-1,30.5,993.5
2018-07-27 07:10,226,194,63,0,-1,30.3,993.3
2018-07-27 07:00,208,187,64,0,-1,30.2,993.2
2018-07-27 06:50,208,185,63,0,-1,30.3,992.9
2018-07-27 06:40,214,193,64,0,-1,30.2,992.8
2018-07-27 06:30,216,196,65,0,-1,30.2,992.7
2018-07-27 06:20,203,182,66,0,-1,30.2,992.6
2018-07-27 06:10,194,175,66,0,-1,30.3,992.4
2018-07-27 06:00,211,187,64,0,-1,30.4,992.4
2018-07-27 05:50,220,186,61,0,-1,30.6,992.7
2018-07-27 05:40,203,180,59,0,-1,30.8,992.8
2018-07-27 05:30,187,172,57,0,-1,31.1,992.8
2018-07-27 05:20,179,167,55,0,-1,31.3,992.8
2018-07-27 05:10,191,171,52,0,-1,31.5,992.5
2018-07-27 05:00,194,179,51,0,-1,31.8,992.5
2018-07-27 04:50,193,178,47,0,-1,32.2,992.4
2018-07-27 04:40,196,181,43,0,-1,32.7,992.2
2018-07-27 04:30,196,174,42,0,-1,32.9,992
2018-07-27 04:20,185,169,43,0,-1,33.1,992.1
2018-07-27 04:10,186,170,42,0,-1,33.5,992.1
2018-07-27 04:00,174,164,41,0,-1,33.9,991.8
2018-07-27 03:50,178,163,39,0,-1,34.4,991.6
2018-07-27 03:40,172,161,36,0,-1,34.8,991.6
2018-07-27 03:30,169,158,36,0,-1,34.9,991.4
2018-07-27 03:20,176,161,36,0,-1,34.9,991.4
2018-07-27 03:10,190,173,36,0,-1,35.1,991.2
2018-07-27 03:00,185,172,36,0,-1,35.4,991
2018-07-27 02:50,186,162,36,0,-1,35.5,990.9
2018-07-27 02:40,199,186,36,0,-1,35.9,990.9
2018-07-27 02:30,196,173,35,0,0,36.1,990.9
2018-07-27 02:20,188,173,35,0,1,36.2,990.8
2018-07-27 02:10,189,170,34,0,8,36.6,990.7
2018-07-27 02:00,186,165,34,0,15,36.8,990.8
2018-07-27 01:50,196,165,33,0,26,37.1,990.8
2018-07-27 01:40,183,165,33,0,50,37.4,990.7
2018-07-27 01:30,200,176,32,0,113,37.7,990.8
2018-07-27 01:20,178,164,33,0,150,37.9,990.8
2018-07-27 01:10,196,168,32,0,180,38,990.8
2018-07-27 01:00,220,185,32,0,225,38.2,990.8
2018-07-27 00:50,199,174,32,0,242,38.2,990.6
2018-07-27 00:40,219,194,32,0,278,38.6,990.7
2018-07-27 00:30,250,205,30,0,317,38.8,990.8
2018-07-27 00:20,249,213,33,0,350,39.2,990.7
2018-07-27 00:00,267,212,31,0,422,38.9,990.6
2018-07-26 23:50,250,216,32,0,458,39,990.6
2018-07-26 23:40,240,198,32,0,496,38.8,990.6
2018-07-26 23:30,228,192,33,0,533,38.6,990.7
2018-07-26 23:20,247,206,34,0,568,38.9,990.9
2018-07-26 23:10,236,201,34,0,595,38.5,991
2018-07-26 23:00,209,169,36,0,519,38.7,991.1
2018-07-26 22:50,238,200,34,0,653,38.7,991.3
2018-07-26 22:40,244,199,34,0,704,38.7,991.4
2018-07-26 22:30,245,187,36,0,757,38.8,991.7
2018-07-26 22:20,200,163,37,0,825,38.3,991.9
2018-07-26 22:10,215,186,38,0,852,38.2,992.2
2018-07-26 22:00,228,161,37,0,322,37.9,992.3
2018-07-26 21:50,220,171,37,0,856,37.9,992.5
2018-07-26 21:40,227,179,39,0,929,37.8,992.8
2018-07-26 21:30,273,205,38,0,614,38.2,993
2018-07-26 21:20,254,195,37,0,789,38.7,993.1
2018-07-26 21:10,244,192,39,0,929,38,993.2
2018-07-26 21:00,247,211,40,0,929,37.8,993.4
2018-07-26 20:50,305,254,41,0,938,37.6,993.5
2018-07-26 20:40,315,197,42,0,942,37.7,993.6
2018-07-26 20:30,268,218,41,0,946,37.8,993.8
2018-07-26 20:20,347,207,41,0,956,37.6,993.9
2018-07-26 20:10,276,214,44,0,971,37.8,994
2018-07-26 20:00,230,192,44,0,977,37,994.1
2018-07-26 19:50,339,157,45,0,1000,36.8,994.3
2018-07-26 19:40,258,203,45,0,925,36.9,994.5
2018-07-26 19:30,270,225,46,0,997,36.2,994.6
2018-07-26 19:20,75,294,45,0,1028,36.7,994.6
2018-07-26 19:10,326,118,46,0,1066,36.1,994.7
2018-07-26 19:00,175,1,45,0,921,35.9,994.8
2018-07-26 18:50,310,171,48,0,941,35.4,994.9
2018-07-26 18:40,5,222,47,0,758,35.8,995
2018-07-26 18:30,121,279,48,0,805,35,995.1
2018-07-26 18:20,300,223,49,0,611,34.5,995.1
2018-07-26 18:10,347,218,47,0,1018,35.4,995.2
2018-07-26 18:00,276,216,51,0,972,34.6,995.5
2018-07-26 17:50,228,173,54,0,458,33.6,995.4
2018-07-26 17:40,250,186,53,0,410,33.4,995.4
2018-07-26 17:30,217,182,52,0,393,33.3,995.5
2018-07-26 17:20,210,186,54,0,575,33.2,995.3
2018-07-26 17:10,217,191,52,0,323,33.3,995.2
2018-07-26 17:00,245,192,52,0,824,33.9,995.4
2018-07-26 16:50,234,195,51,0,850,33.6,995.6
2018-07-26 16:40,217,183,52,0,510,32.7,995.5
2018-07-26 16:30,220,194,54,0,674,32.3,995.3
2018-07-26 16:20,245,204,57,0,355,31.9,995.4
2018-07-26 16:10,215,194,57,0,248,31.5,994.9
2018-07-26 16:00,264,209,60,0,206,31.8,995
2018-07-26 15:50,239,211,57,0,192,31.5,995
2018-07-26 15:40,248,224,58,0,178,31.4,995.2
2018-07-26 15:30,248,225,57,0,173,31.4,995.2
2018-07-26 15:20,217,191,58,0,141,31.4,995.2
2018-07-26 15:10,201,94,57,0,150,31.5,995.3
2018-07-26 15:00,189,129,58,0,192,31.2,995.2
2018-07-26 14:50,207,179,63,0,135,30.7,995.1
2018-07-26 14:40,215,197,62,0,108,30.4,995
2018-07-26 14:30,246,209,62,0,100,30.5,994.9
2018-07-26 14:20,256,238,59,0,183,30.8,995
2018-07-26 14:10,242,229,64,0,178,30.1,994.8
2018-07-26 14:00,263,233,67,0,126,29.5,995
2018-07-26 13:50,315,273,69,0,63,29.1,995.2
2018-07-26 13:40,338,317,70,0,41,29,995.3
2018-07-26 13:30,328,280,62,0,29,29.6,995.3
2018-07-26 13:20,358,298,63,0,21,29.2,995.3
2018-07-26 13:10,320,295,68,0,14,28.6,995.1
2018-07-26 13:00,317,289,75,0,8,28.3,995.1
2018-07-26 12:50,360,285,73,0,2,28.4,994.6
2018-07-26 12:40,25,355,72,0,0,28.3,993.9
2018-07-26 12:30,186,336,71,0,-1,28.1,993.8
2018-07-26 12:20,171,153,72,0,-1,28.1,993.3
2018-07-26 12:10,154,143,74,0,-1,27.9,993.1
2018-07-26 12:00,154,141,75,0,-1,28,993.4
2018-07-26 11:50,167,155,74,0,-1,28.2,993.8
2018-07-26 11:40,141,113,74,0,-1,28.1,994.1
2018-07-26 11:30,117,106,74,0,-1,28.2,994.3
2018-07-26 11:20,223,86,72,0,-1,28.7,994.6
2018-07-26 11:10,86,27,73,0,-1,28.9,994.9
2018-07-26 11:00,343,327,65,0,-1,29.2,995.1
2018-07-26 10:50,341,326,63,0,-1,29.4,995.3
2018-07-26 10:40,357,301,64,0,-1,29.5,995.4
2018-07-26 10:30,359,286,62,0,-1,29.6,995.6
2018-07-26 10:20,290,260,67,0,-1,28.9,995.7
2018-07-26 10:10,252,240,67,0,-1,29,995.7
2018-07-26 10:00,263,239,67,0,-1,29.1,995.9
2018-07-26 09:50,292,273,66,0,-1,28.9,996
2018-07-26 09:40,265,256,74,0,-1,28.5,996.1
2018-07-26 09:30,270,256,67,0,-1,29.1,996.2
2018-07-26 09:20,277,263,62,0,-1,29.5,996.2
2018-07-26 09:10,90,328,58,0,-1,30.2,996.2
2018-07-26 09:00,128,93,52,0,-1,31,996.2
2018-07-26 08:50,145,111,56,0,-1,30.6,996.1
2018-07-26 08:40,183,147,55,0,-1,30.5,996.4
2018-07-26 08:30,183,101,52,0,-1,31.2,996
2018-07-26 08:20,95,61,48,0,-1,32,995.9
2018-07-26 08:10,127,69,46,0,-1,32.3,996.1
2018-07-26 08:00,90,55,46,0,-1,32.3,996
2018-07-26 07:50,70,51,45,0,-1,32.4,996.2
2018-07-26 07:40,80,55,44,0,-1,32.6,996.4
2018-07-26 07:30,81,57,46,0,-1,32.4,996.4
2018-07-26 07:20,67,53,48,0,-1,32.1,996.4
2018-07-26 07:10,70,52,50,0,-1,31.6,996.4
2018-07-26 07:00,65,48,49,0,-1,31.7,996.5
2018-07-26 06:50,56,37,45,0,-1,32.3,996.7
2018-07-26 06:40,72,48,45,0,-1,32,996.5
2018-07-26 06:30,75,47,48,0,-1,31.6,996.4
2018-07-26 06:20,55,35,47,0,-1,31.6,996.3
2018-07-26 06:10,60,31,49,0,-1,31.4,996.4
2018-07-26 06:00,75,49,50,0,-1,31.3,996.4
2018-07-26 05:50,73,41,50,0,0,31.5,996.2
2018-07-26 05:40,76,30,52,0,0,30.8,996.2
2018-07-26 05:30,70,51,57,0,1,30,996.4
2018-07-26 05:20,65,44,66,0,1,29.1,996.5
2018-07-26 05:10,214,61,72,0,2,28.7,996.5
2018-07-26 05:00,255,179,68,0,2,28,996.7
2018-07-26 04:50,77,1,74,0,2,28.4,996.7
2018-07-26 04:40,353,295,71,0,2,28.1,996.6
2018-07-26 04:30,278,268,70,0.2,-1,27.8,996.5
2018-07-26 04:20,308,284,70,2.4,-1,27.9,997
2018-07-26 04:10,319,297,50,0,-1,31.6,997
2018-07-26 04:00,325,306,43,0,-1,32.5,997.4
2018-07-26 03:50,325,299,44,0,-1,32.5,997.2
2018-07-26 03:40,272,218,49,0,-1,34.8,996.4
2018-07-26 03:30,192,162,50,0,-1,34.3,994.8
2018-07-26 03:20,168,151,50,0,-1,34.5,994.3
2018-07-26 03:10,184,169,49,0,-1,34.6,994.2
2018-07-26 03:00,191,170,48,0,-1,34.9,994.1
2018-07-26 02:50,173,162,47,0,-1,35,993.9
2018-07-26 02:40,179,167,47,0,-1,35.2,993.6
2018-07-26 02:30,179,165,46,0,1,35.3,993.5
2018-07-26 02:20,180,167,45,0,3,35.6,993.4
2018-07-26 02:10,185,167,45,0,19,35.9,993.3
2018-07-26 02:00,188,161,44,0,34,36.2,992.6
2018-07-26 01:50,200,179,42,0,54,36.7,992.2
2018-07-26 01:40,212,186,42,0,76,37,991.7
2018-07-26 01:30,222,190,41,0,66,37.3,991.6
2018-07-26 01:20,199,179,39,0,153,37.8,991.7
2018-07-26 01:10,205,184,39,0,222,38.1,991.7
2018-07-26 01:00,213,184,38,0,271,38.4,991.6
2018-07-26 00:50,209,189,37,0,285,38.6,991.6
2018-07-26 00:40,207,176,37,0,293,38.7,991.9
2018-07-26 00:30,206,182,37,0,322,38.8,992
2018-07-26 00:20,217,195,36,0,358,38.9,991.9
2018-07-26 00:10,213,189,37,0,390,39,991.8
2018-07-26 00:00,207,185,37,0,432,39,991.4
2018-07-25 23:50,210,180,36,0,467,39.1,991.5
2018-07-25 23:40,202,171,36,0,501,39.4,991.8
2018-07-25 23:30,220,195,35,0,530,39.5,991.9
2018-07-25 23:20,222,187,35,0,563,39.5,992.2
2018-07-25 23:10,204,179,36,0,598,39.6,992.2
2018-07-25 23:00,211,187,35,0,623,39.9,992.2
2018-07-25 22:50,220,189,36,0,659,40,992.3
2018-07-25 22:40,211,184,36,0,674,39.9,992.4
2018-07-25 22:30,233,196,35,0,717,39.9,992.5
2018-07-25 22:20,215,185,35,0,709,40,992.7
2018-07-25 22:10,209,175,35,0,757,40.2,992.8
2018-07-25 22:00,215,172,35,0,789,40,992.9
2018-07-25 21:50,243,201,33,0,806,40.9,993.1
2018-07-25 21:40,232,192,32,0,841,41.4,993.1
2018-07-25 21:00,206,168,28,0,910,41.6,993.5
2018-07-25 20:40,258,154,27,0,922,42.1,993.8
2018-07-25 20:30,278,212,25,0,933,41.9,993.9
2018-07-25 20:20,268,196,26,0,933,41.5,994.1
2018-07-25 20:10,271,118,26,0,955,41.5,994.3
2018-07-25 20:00,238,179,28,0,954,41.4,994.5
2018-07-25 19:50,260,195,27,0,967,41.1,994.7
2018-07-25 19:40,277,170,28,0,962,40.9,994.8
2018-07-25 19:30,8,180,28,0,965,40.9,994.9
2018-07-25 19:20,7,280,28,0,966,40.6,994.9
2018-07-25 19:10,42,250,28,0,973,40.4,995.1
2018-07-25 19:00,226,161,30,0,975,40.4,995.4
2018-07-25 18:50,278,152,31,0,965,40,995.5
2018-07-25 18:40,101,192,29,0,968,40,995.5
2018-07-25 18:30,227,131,31,0,958,39.8,995.6
2018-07-25 18:20,200,128,29,0,946,40.2,995.6
2018-07-25 18:10,141,104,30,0,930,39.5,995.7
2018-07-25 18:00,298,187,30,0,905,40.2,995.9
2018-07-25 17:50,49,213,31,0,883,40,996
2018-07-25 17:40,250,104,31,0,864,39.6,996.1
2018-07-25 17:30,261,98,32,0,845,39.1,996.1
2018-07-25 17:20,223,100,33,0,820,39,996.2
2018-07-25 17:10,203,126,34,0,800,38.5,996.3
2018-07-25 17:00,222,138,35,0,771,38.6,996.3
2018-07-25 16:50,331,152,34,0,737,38.7,996.3
2018-07-25 16:40,246,50,35,0,708,38.3,996.3
2018-07-25 16:30,196,37,36,0,681,37.7,996.3
2018-07-25 16:20,211,14,37,0,651,37.3,996.2
2018-07-25 16:10,82,35,38,0,621,36.8,996.3
2018-07-25 16:00,108,49,38,0,589,36.6,996.3
2018-07-25 15:50,85,67,40,0,555,35.9,996.2
2018-07-25 15:40,96,65,41,0,523,35.5,996.2
2018-07-25 15:30,88,58,43,0,491,35.2,996.2
2018-07-25 15:20,93,47,44,0,456,35,996.2
2018-07-25 15:10,95,73,47,0,423,34.2,996.2
2018-07-25 15:00,92,69,48,0,383,33.9,996.1
2018-07-25 14:50,94,64,50,0,351,33.7,995.9
2018-07-25 14:40,89,65,52,0,311,33.4,995.8
2018-07-25 14:30,98,68,53,0,292,32.9,995.7
2018-07-25 14:20,89,68,55,0,254,32.4,995.7
2018-07-25 14:10,70,49,56,0,220,32.1,995.6
2018-07-25 14:00,72,50,57,0,185,31.7,995.6
2018-07-25 13:50,72,52,57,0,126,31.6,995.6
2018-07-25 13:40,100,70,60,0,148,31.3,995.6
2018-07-25 13:30,82,65,67,0,126,30.6,995.4
2018-07-25 13:20,62,49,68,0,91,30.1,995.3
2018-07-25 13:10,67,40,71,0,59,29.9,995.4
2018-07-25 13:00,69,41,75,0,34,29.7,995.2
2018-07-25 12:50,71,51,82,0,16,29.3,995.2
2018-07-25 12:40,51,22,83,0,4,29.4,995.1
2018-07-25 12:30,26,360,83,0,-1,29.4,995.2
2018-07-25 12:20,50,9,83,0,-1,29.5,995.1
2018-07-25 12:10,55,15,85,0,-1,29.5,994.9
2018-07-25 12:00,43,10,83,0,-1,29.5,994.9
2018-07-25 11:50,47,358,83,0,-1,29.5,994.7
2018-07-25 11:40,43,9,84,0,-1,29.3,994.6
2018-07-25 11:30,125,83,85,0,-1,29.2,994.7
2018-07-25 11:20,112,73,84,0,-1,29.1,994.7
2018-07-25 11:10,112,103,85,0,-1,29.1,994.6
2018-07-25 11:00,258,152,86,0,-1,29.1,994.7
2018-07-25 10:50,330,298,84,0,0,29.2,994.8
2018-07-25 10:40,336,316,82,0,0,29.3,994.9
2018-07-25 10:30,323,299,80,0,-1,29.3,994.9
2018-07-25 10:20,317,291,83,0,-1,29.1,994.9
2018-07-25 10:10,296,271,82,0,0,29.1,994.6
2018-07-25 10:00,338,296,84,0,0,29,994.8
2018-07-25 09:50,356,317,85,0,-1,29.1,995.1
2018-07-25 09:40,13,349,82,0,-1,29.7,995.4
2018-07-25 09:30,342,277,75,0,-1,30.5,995.2
2018-07-25 09:20,250,221,71,0,-1,30.8,994.9
2018-07-25 09:10,285,250,71,0,-1,30.8,994.9
2018-07-25 09:00,270,242,70,0,-1,31,994.8
2018-07-25 08:50,343,297,69,0,-1,31,995
2018-07-25 08:40,350,314,70,0,-1,31,995.4
2018-07-25 08:30,275,257,70,0,-1,30.9,994.8
2018-07-25 08:20,271,258,69,0,-1,31,994.6
2018-07-25 08:10,294,259,68,0,-1,31.1,994.7
2018-07-25 08:00,255,234,68,0,-1,31.2,994.7
2018-07-25 07:50,261,246,68,0,-1,31.3,994.5
2018-07-25 07:40,252,229,66,0,-1,31.5,994.8
2018-07-25 07:30,246,210,65,0,-1,31.3,994.6
2018-07-25 07:20,209,193,66,0,-1,31.1,994.8
2018-07-25 07:10,218,204,67,0,-1,31.1,995
2018-07-25 07:00,224,207,66,0,-1,31.1,995.2
